whs_13,whs_01,whs_12,item_code,cscg_status,whs_11,whs_10,quantity_wms,quantity_erp,warehouse_code,snap_date,item_name,variance,whs_09,whs_08,id,whs_15,whs_03,uom_code,metadata_fecha_consulta
0,0.0,0,10000149,Ok,0,0,8.0,8.0,1145,2025-09-04,PLAFON 3/4 MADERA,0.0,0.0,0,1400176,0,0.0,Und,2025-09-05 15:37:47
0,0.0,0,10009488,Ok,0,0,7.0,7.0,1145,2025-09-04,MANIJA BENCH NIQUELADA 128MM,0.0,0.0,0,1400520,0,0.0,Und,2025-09-05 15:37:47
0,0.0,0,10009065,Ok,0,0,399.0,399.0,1145,2025-09-04,CANTO  ABS  EGGER  FEELWOOD ROBLE DE ORLEANS MARRON 1193862 23X0.8mm (U.E 300m) 75m x ROLLO,0.0,0.0,0,1400100,0,0.0,Metro,2025-09-05 15:37:47
0,0.0,0,10000622,Ok,0,0,78.0,78.0,1145,2025-09-04,TUBO CIRCULAR TC021  CTE  1 TUBOR0021 00,0.0,0.0,0,1400101,0,0.0,Metro,2025-09-05 15:37:47
0,0.0,0,10029681,Ok,0,0,10486.0,10486.0,1145,2025-09-04,TORNILLO DRYWALL PERFILES 7X7/16 PUNTA AGUDA ZINC X UNIDAD (U.E CAJA X 500),0.0,0.0,0,1400102,0,0.0,Und,2025-09-05 15:37:47
0,0.0,0,10004857,Ok,0,0,239.5,239.5,1145,2025-09-04,ALAMBRE NEGRO No.17 EN KILOS,0.0,0.0,0,1400103,0,0.0,Kg,2025-09-05 15:37:47
0,0.0,0,10030065,Ok,0,0,5.0,5.0,1145,2025-09-04,DESPENSA ABATIBLE GRAFITO/ MELAMINA GRIS ANTIDESLIZANTE  P514XA45XH1820,0.0,0.0,0,1400104,0,0.0,Und,2025-09-05 15:37:47
0,0.0,0,10005143,Ok,0,0,53.0,53.0,1145,2025-09-04,BINDA EXTRA GRIS DE 25 KG  T123464,0.0,0.0,0,1400105,0,0.0,Und,2025-09-05 15:37:47
0,0.0,0,10029708,Ok,0,0,100.0,100.0,1145,2025-09-04,RIEL ALUMINIO INFERIOR SD-50 X 3 METROS  001616,0.0,0.0,0,1400106,0,0.0,Und,2025-09-05 15:37:47
0,0.0,0,10019975,Ok,0,0,69.66,69.66,1145,2025-09-04,CERAMICA PARA PISO/PARED MATE AVELLANO 30X60 TABACO (CJ 1.62 MTS),0.0,0.0,0,1400107,0,0.0,m2,2025-09-05 15:37:47
0,0.0,0,10003503,Ok,0,0,64.0,64.0,1145,2025-09-04,LAMINA BLACK THEATER FIBERGLASS 96X48X2 (2.97 M2)(2.44X1.22),0.0,0.0,0,1400108,0,0.0,Lámina,2025-09-05 15:37:47
0,0.0,0,10031261,Ok,0,0,79.38,79.38,1145,2025-09-04,PISO PARED ARABIA ARD BEIGE CD 30X60 (CJ 1.62),0.0,0.0,0,1400109,0,0.0,m2,2025-09-05 15:37:47
0,0.0,0,10004312,Ok,0,0,2286.0,2286.0,1145,2025-09-04,TORNILLO 8X31/2 AUTOPERF AVE PHILL PAV,0.0,0.0,0,1400110,0,0.0,Und,2025-09-05 15:37:47
0,0.0,0,10012149,Ok,0,0,10.0,10.0,1145,2025-09-04,TORNILLO LAMINA CABEZA AVELLANADO ZINCADO APZ 10X2,0.0,0.0,0,1400111,0,0.0,Ciento,2025-09-05 15:37:47
0,0.0,0,10024828,Ok,0,0,6.0,6.0,1145,2025-09-04,HORIZONTAL VC5020 PINTURA NEGRA CIA-C349,0.0,0.0,0,1400112,0,0.0,m,2025-09-05 15:37:47
0,0.0,0,10021581,Ok,0,0,11.0,11.0,1145,2025-09-04,DESTORNILLADOR DE PALA 6X100MM,0.0,0.0,0,1400113,0,0.0,Und,2025-09-05 15:37:47
0,0.0,0,10006407,Ok,0,0,7.0,7.0,1145,2025-09-04,BASE DEEP KORAZA DOBLE VIDA CANECA 5 GALONES,0.0,0.0,0,1400114,0,0.0,Und,2025-09-05 15:37:47
