ctsk_task_name,ctti_time_els_value,ctsk_lines,ctsk_current_value,ctsk_waiting_date,ctsk_parking_dock_code,cdct_name,ctsk_id,ctsk_document_id,ctsk_reference,ctsk_complete_date,ctsk_task_description,ctst_name,ctsk_pci,ctsk_organization_id,ctsk_target_value,ctsk_created_on,cwhs_code,ctsk_priority,ctsk_task_user,ctsk_running_date,ctsk_task_state,ctsk_planning_date,metadata_fecha_consulta
"515842 BUC-GRIVAL-PAVCO F24,25,26,27 ",,12.0,0.0,,,FOCUSS PUNTOS DE VENTAS,231210,515847,,,Orden No. 144872,Picking,0.0,98,9941.0,2025-09-06T01:30:57.544131,1145,Muy baja,,,Pending,2025-09-07T00:00:00,2025-09-06 01:44:10
515842 BUC-ETERBOARD_DRYWALL_F29 Y 30,,4.0,0.0,,,FOCUSS PUNTOS DE VENTAS,231211,515848,,,Orden No. 144872,Picking,0.0,98,173.0,2025-09-06T01:30:57.544131,1145,Muy baja,,,Pending,2025-09-07T00:00:00,2025-09-06 01:44:10
515842 BUC FRESCASA,,1.0,0.0,,,FOCUSS PUNTOS DE VENTAS,231212,515849,,,Orden No. 144872,Picking,0.0,98,4.0,2025-09-06T01:30:57.544131,1145,Muy baja,,,Pending,2025-09-07T00:00:00,2025-09-06 01:44:10
515842 PISO-PARED PICKING ATL 10-20,,3.0,0.0,,,FOCUSS PUNTOS DE VENTAS,231206,515843,,,Orden No. 144872,Picking,0.0,98,271.0,2025-09-06T01:30:57.544131,1145,Muy baja,,,Pending,2025-09-07T00:00:00,2025-09-06 01:44:10
515842 PISO PAREDES F7-8 ALTURAS,,6.0,0.0,,,FOCUSS PUNTOS DE VENTAS,231207,515844,,,Orden No. 144872,Picking,0.0,98,122.0,2025-09-06T01:30:57.544131,1145,Muy baja,,,Pending,2025-09-07T00:00:00,2025-09-06 01:44:10
515842 PERFILERIA,,3.0,0.0,,,FOCUSS PUNTOS DE VENTAS,231208,515845,,,Orden No. 144872,Picking,0.0,98,23.0,2025-09-06T01:30:57.544131,1145,Muy baja,,,Pending,2025-09-07T00:00:00,2025-09-06 01:44:10
"515842 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",,10.0,0.0,,,FOCUSS PUNTOS DE VENTAS,231209,515846,,,Orden No. 144872,Picking,0.0,98,72.0,2025-09-06T01:30:57.544131,1145,Muy baja,,,Pending,2025-09-07T00:00:00,2025-09-06 01:44:10
515831 CEMENTO,,1.0,0.0,,,FOCUSS PUNTOS DE VENTAS,231205,515840,,,Orden No. 144871,Picking,0.0,98,18.0,2025-09-06T01:30:27.371412,1145,Muy baja,,,Pending,2025-09-07T00:00:00,2025-09-06 01:44:10
515831 BUC FRESCASA,,1.0,0.0,,,FOCUSS PUNTOS DE VENTAS,231204,515839,,,Orden No. 144871,Picking,0.0,98,1.0,2025-09-06T01:30:27.371412,1145,Muy baja,,,Pending,2025-09-07T00:00:00,2025-09-06 01:44:10
515831 PISO PAREDES F7-8 ALTURAS,,1.0,0.0,,,FOCUSS PUNTOS DE VENTAS,231197,515832,,,Orden No. 144871,Picking,0.0,98,1.0,2025-09-06T01:30:27.371412,1145,Muy baja,,,Pending,2025-09-07T00:00:00,2025-09-06 01:44:10
515831 PERFILERIA,,1.0,0.0,,,FOCUSS PUNTOS DE VENTAS,231198,515833,,,Orden No. 144871,Picking,0.0,98,1.0,2025-09-06T01:30:27.371412,1145,Muy baja,,,Pending,2025-09-07T00:00:00,2025-09-06 01:44:10
515831 TUBERIA,,1.0,0.0,,,FOCUSS PUNTOS DE VENTAS,231199,515834,,,Orden No. 144871,Picking,0.0,98,12.0,2025-09-06T01:30:27.371412,1145,Muy baja,,,Pending,2025-09-07T00:00:00,2025-09-06 01:44:10
515831 HERRAMIENTAS,,2.0,0.0,,,FOCUSS PUNTOS DE VENTAS,231200,515835,,,Orden No. 144871,Picking,0.0,98,200.0,2025-09-06T01:30:27.371412,1145,Muy baja,,,Pending,2025-09-07T00:00:00,2025-09-06 01:44:10
"515831 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",,17.0,0.0,,,FOCUSS PUNTOS DE VENTAS,231201,515836,,,Orden No. 144871,Picking,0.0,98,23.0,2025-09-06T01:30:27.371412,1145,Muy baja,,,Pending,2025-09-07T00:00:00,2025-09-06 01:44:10
515831 BUC-ETERBOARD_DRYWALL_F29 Y 30,,1.0,0.0,,,FOCUSS PUNTOS DE VENTAS,231203,515838,,,Orden No. 144871,Picking,0.0,98,1.0,2025-09-06T01:30:27.371412,1145,Muy baja,,,Pending,2025-09-07T00:00:00,2025-09-06 01:44:10
"515831 BUC-GRIVAL-PAVCO F24,25,26,27 ",,6.0,0.0,,,FOCUSS PUNTOS DE VENTAS,231202,515837,,,Orden No. 144871,Picking,0.0,98,13.0,2025-09-06T01:30:27.371412,1145,Muy baja,,,Pending,2025-09-07T00:00:00,2025-09-06 01:44:10
"515806 BUC-GRIVAL-PAVCO F24,25,26,27 ",,1.0,0.0,,,ARDISA ENTREGA,231196,515808,,,Orden No. 924006333,Picking,0.0,98,5.0,2025-09-06T00:02:11.69706,1145,Muy baja,,,Pending,2025-09-10T00:00:00,2025-09-06 01:44:10
515806 CANTOS Y HERRAJES ,,1.0,0.0,,,ARDISA ENTREGA,231195,515807,,,Orden No. 924006333,Picking,0.0,98,5.0,2025-09-06T00:02:11.69706,1145,Muy baja,,,Pending,2025-09-10T00:00:00,2025-09-06 01:44:10
515803 CANTOS Y HERRAJES ,,1.0,0.0,,,ARDISA ENTREGA,231194,515804,,,Orden No. 924006327,Picking,0.0,98,20.0,2025-09-06T00:01:51.835193,1145,Muy baja,,,Pending,2025-09-10T00:00:00,2025-09-06 01:44:10
515800 Canto,,1.0,0.0,,,ARDISA ENTREGA,231193,515801,,,Orden No. 911007182,Picking,0.0,98,10.0,2025-09-06T00:01:40.184641,1290,Muy baja,,,Pending,2025-09-10T00:00:00,2025-09-06 01:44:10
515796 CANTOS Y HERRAJES ,,1.0,0.0,,,ARDISA ENTREGA,231192,515798,,,Orden No. 887055294,Picking,0.0,98,10.0,2025-09-06T00:00:28.771873,1145,Muy baja,,,Pending,2025-09-10T00:00:00,2025-09-06 01:44:10
515790 CANTOS Y HERRAJES ,,1.0,0.0,,,ARDISA ENTREGA,231191,515793,,,Orden No. 500115881,Picking,0.0,98,160.0,2025-09-06T00:00:19.492142,1145,Muy baja,,,Pending,2025-09-10T00:00:00,2025-09-06 01:44:10
515619  -  CLL 7 # 12-32 bRR San RafaeL-recibe Laura Rincón- tel:3185022250,00:24:26.510989,1.0,60.0,2025-09-05T17:34:56.776581,,ARDISA ENTREGA,231189,515619,,2025-09-05T18:01:57.719601,,Auditoria Picking,1.0,98,60.0,2025-09-05T17:33:47.321562,1145,Normal,hpinzon,2025-09-05T17:37:28.032096,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515621  -  CR 25 1 N 21 REGADEROS SECTOR NORTE,00:25:08.820348,1.0,120.0,2025-09-05T17:34:56.776581,,ARDISA ENTREGA,231190,515621,,2025-09-05T18:01:37.057745,,Auditoria Picking,1.0,98,120.0,2025-09-05T17:33:47.321562,1145,Normal,hpinzon,2025-09-05T17:36:24.994078,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515644  -  KM 7 AUTOPISTA FLORIDABLANCA,,1.0,0.0,,,ARDISA ENTREGA,231188,515644,,2025-09-05T17:34:32.952507,,Auditoria Picking,0.0,98,5.0,2025-09-05T17:33:19.425097,1145,Normal,,,Complete,2025-09-08T00:00:00,2025-09-06 01:44:10
515619  -  CLL 7 # 12-32 bRR San RafaeL-recibe Laura Rincón- tel:3185022250,00:01:05.391919,1.0,60.0,2025-09-05T17:32:51.071003,,ARDISA ENTREGA,231187,515649,,2025-09-05T17:55:45.520116,Orden No. 893021931,Picking,1.0,98,60.0,2025-09-05T17:32:38.305623,1145,Muy baja,cmendez,2025-09-05T17:48:34.683768,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515621  -  CR 25 1 N 21 REGADEROS SECTOR NORTE,00:00:39.139522,1.0,120.0,2025-09-05T17:31:58.510371,,ARDISA ENTREGA,231186,515648,,2025-09-05T17:55:56.914999,Orden No. 893021932,Picking,1.0,98,120.0,2025-09-05T17:31:42.793642,1145,Muy baja,cmendez,2025-09-05T17:49:33.668117,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515623  -  CRA 8B MZ 15 CAFE MADRID CORALES 2 DIAGONAL AL CAI DEL CAFE,00:36:24.018293,2.0,130.0,2025-09-05T17:20:25.139423,,ARDISA ENTREGA,231183,515623,,2025-09-05T18:02:48.463749,,Auditoria Picking,1.0,98,130.0,2025-09-05T17:20:08.832147,1145,Normal,hpinzon,2025-09-05T17:24:16.268129,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515623  -  CRA 8B MZ 15 CAFE MADRID CORALES 2 DIAGONAL AL CAI DEL CAFE,00:00:38.246731,1.0,100.0,2025-09-05T17:20:00.956241,,ARDISA ENTREGA,231182,515626,,2025-09-05T17:56:17.711674,Orden No. 893021933,Picking,1.0,98,100.0,2025-09-05T17:19:47.796077,1145,Muy baja,cmendez,2025-09-05T17:50:14.172115,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515623 CEMENTO,00:00:37.349562,1.0,30.0,2025-09-05T17:20:00.956241,,ARDISA ENTREGA,231181,515624,,2025-09-05T17:56:27.233308,Orden No. 893021933,Picking,1.0,98,30.0,2025-09-05T17:15:56.057097,1145,Muy baja,cmendez,2025-09-05T17:50:46.173728,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515588  -  CRA 8B MZ 15 CAFE MADRID CORALES 2 DIAGONAL AL CAI DEL CAFE,00:25:38.582705,1.0,60.0,2025-09-05T17:15:52.964574,,ARDISA ENTREGA,231179,515588,,2025-09-05T18:03:25.607818,,Auditoria Picking,1.0,98,60.0,2025-09-05T17:15:36.504713,1145,Normal,hpinzon,2025-09-05T17:37:47.025113,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515608  -  kl 1 via Piedecuesta - Bogotá zona los colorados,00:38:37.03048,1.0,50.0,2025-09-05T17:15:52.964574,,ARDISA ENTREGA,231180,515608,,2025-09-05T18:02:58.314588,,Auditoria Picking,1.0,98,50.0,2025-09-05T17:15:36.504713,1145,Normal,hpinzon,2025-09-05T17:24:21.284108,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515588  -  CRA 8B MZ 15 CAFE MADRID CORALES 2 DIAGONAL AL CAI DEL CAFE,00:00:34.340994,1.0,60.0,2025-09-05T17:15:20.016657,,ARDISA ENTREGA,231178,515617,,2025-09-05T17:56:41.145442,Orden No. 893021927,Picking,1.0,98,60.0,2025-09-05T17:15:02.024125,1145,Muy baja,cmendez,2025-09-05T17:51:29.350748,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515608  -  kl 1 via Piedecuesta - Bogotá zona los colorados,00:00:42.110505,1.0,50.0,2025-09-05T17:14:29.785337,,ARDISA ENTREGA,231177,515616,,2025-09-05T17:56:53.960119,Orden No. 893021930,Picking,1.0,98,50.0,2025-09-05T17:14:17.655492,1145,Muy baja,cmendez,2025-09-05T17:52:06.711045,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515554  -  VDA PINALES SEC TRES ESQUINAS MESA DE RUITOQUE,02:53:34.745422,13.0,451.0,2025-09-05T17:15:52.964574,,ARDISA ENTREGA,231167,515554,,2025-09-05T20:38:54.303886,,Auditoria Picking,1.0,98,451.0,2025-09-05T17:08:49.419444,1145,Normal,hpinzon,2025-09-05T17:35:23.894841,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515607  -  CALLE 7 # 10 - 33 CASCO ANTIGUO FLORIDABLANCA,01:27:03.105431,4.0,8.0,2025-09-05T17:15:52.964574,,ARDISA ENTREGA,231176,515607,,2025-09-05T20:24:35.643158,,Auditoria Picking,1.0,98,8.0,2025-09-05T17:08:49.419444,1145,Normal,hpinzon,2025-09-05T17:37:52.823194,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515601  -  Calle45 #4 occ-20 BRR CAMPO HERMOSO,02:08:41.597358,16.0,492.0,2025-09-05T17:15:52.964574,,ARDISA ENTREGA,231175,515601,,2025-09-05T20:37:24.87976,,Auditoria Picking,1.0,98,492.0,2025-09-05T17:08:49.419444,1145,Normal,hpinzon,2025-09-05T17:37:59.704922,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515597  -  CR 33A 32 67 CABECERA,01:47:25.503329,6.0,264.0,2025-09-05T17:15:52.964574,,ARDISA ENTREGA,231174,515597,,2025-09-05T20:23:08.08019,,Auditoria Picking,1.0,98,264.0,2025-09-05T17:08:49.419444,1145,Normal,hpinzon,2025-09-05T18:03:42.890758,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515594  -  CL 8 6-31 CENTRO LEBRIJA,00:00:09.624605,2.0,112.0,2025-09-05T17:15:52.964574,,ARDISA ENTREGA,231173,515594,,2025-09-05T18:05:48.377027,,Auditoria Picking,1.0,98,112.0,2025-09-05T17:08:49.419444,1145,Normal,hpinzon,2025-09-05T18:05:38.752422,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515583  -  CALLE 61 #16-46 BUCARAMANGA,00:11:26.321625,7.0,76.0,2025-09-05T17:15:52.964574,,ARDISA ENTREGA,231172,515583,,2025-09-05T18:17:39.518683,,Auditoria Picking,1.0,98,76.0,2025-09-05T17:08:49.419444,1145,Normal,hpinzon,2025-09-05T18:06:13.197058,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515579  -  CRA 16 27 65,01:34:30.713131,1.0,2.0,2025-09-05T17:15:52.964574,,VENTA PUNTUAL,231171,515579,,2025-09-05T21:03:54.500892,,Auditoria Picking,1.0,98,2.0,2025-09-05T17:08:49.419444,1145,Normal,hpinzon,2025-09-05T17:36:14.673182,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515577  -  Calle 67 con carrera 29 esquina,01:27:48.903468,2.0,16.0,2025-09-05T17:15:52.964574,,ARDISA ENTREGA,231170,515577,,2025-09-05T20:46:07.88412,,Auditoria Picking,1.0,98,16.0,2025-09-05T17:08:49.419444,1145,Normal,hpinzon,2025-09-05T17:36:00.988138,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515559  -  Calle 28 # 9-32 bucaramanga --- BODEGA MADELEG,01:27:45.835468,6.0,14.0,2025-09-05T17:15:52.964574,,ARDISA ENTREGA,231168,515559,,2025-09-05T20:42:15.658867,,Auditoria Picking,1.0,98,14.0,2025-09-05T17:08:49.419444,1145,Normal,hpinzon,2025-09-05T17:35:34.587989,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515570  -  CRA 16 27 65,01:26:10.134913,2.0,3.0,2025-09-05T17:15:52.964574,,VENTA PUNTUAL,231169,515570,,2025-09-05T20:15:12.055742,,Auditoria Picking,1.0,98,3.0,2025-09-05T17:08:49.419444,1145,Normal,hpinzon,2025-09-05T17:35:47.671725,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515551  -  CRA 16 # 22-17 BR CENTRO,01:25:26.689516,4.0,5.0,2025-09-05T17:15:52.964574,,ARDISA ENTREGA,231166,515551,,2025-09-05T20:18:09.417357,,Auditoria Picking,1.0,98,5.0,2025-09-05T17:08:49.419444,1145,Normal,hpinzon,2025-09-05T17:35:16.033801,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515594  -  CL 8 6-31 CENTRO LEBRIJA,00:00:41.857431,1.0,100.0,2025-09-05T17:08:32.808154,,ARDISA ENTREGA,231165,515613,,2025-09-05T17:57:17.576113,Orden No. 893021928,Picking,1.0,98,100.0,2025-09-05T17:08:19.457021,1145,Muy baja,cmendez,2025-09-05T17:52:51.194466,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515577  -  Calle 67 con carrera 29 esquina,00:00:39.665277,1.0,15.0,2025-09-05T17:07:22.057006,,ARDISA ENTREGA,231164,515612,,2025-09-05T17:57:35.115685,Orden No. 883072280,Picking,1.0,98,15.0,2025-09-05T17:07:00.751886,1145,Muy baja,cmendez,2025-09-05T17:54:07.152128,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515607 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:16:27.704279,4.0,8.0,2025-09-05T17:12:18.579804,,ARDISA ENTREGA,231163,515609,,2025-09-05T19:09:13.265571,Orden No. 500116172,Picking,1.0,98,8.0,2025-09-05T17:01:43.739932,1145,Muy baja,eduarte,2025-09-05T17:16:55.02716,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515601 PERFILERIA,00:08:42.600691,1.0,30.0,2025-09-05T17:12:38.620335,,ARDISA ENTREGA,231160,515602,,2025-09-05T18:52:14.064119,Orden No. 893021929,Picking,1.0,98,30.0,2025-09-05T17:01:30.112627,1145,Muy baja,cmendez,2025-09-05T18:43:25.861112,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515601 BUC-GRIVAL-PAVCO F24,25,26,27 ",00:24:36.328653,14.0,461.0,2025-09-05T17:11:40.123531,,ARDISA ENTREGA,231162,515604,,2025-09-05T18:46:24.026862,Orden No. 893021929,Picking,1.0,98,461.0,2025-09-05T17:01:30.112627,1145,Muy baja,gsandoval,2025-09-05T17:22:53.663401,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515601 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:07:18.321098,1.0,1.0,2025-09-05T17:12:18.579804,,ARDISA ENTREGA,231161,515603,,2025-09-05T19:07:50.73852,Orden No. 893021929,Picking,1.0,98,1.0,2025-09-05T17:01:30.112627,1145,Muy baja,eduarte,2025-09-05T17:16:48.288067,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515597 TUBERIA,00:19:08.097243,2.0,222.0,2025-09-05T17:12:38.620335,,ARDISA ENTREGA,231158,515599,,2025-09-05T19:16:13.094694,Orden No. 500116171,Picking,1.0,98,222.0,2025-09-05T17:01:28.287856,1145,Muy baja,cmendez,2025-09-05T18:52:22.852208,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515597 BUC-GRIVAL-PAVCO F24,25,26,27 ",00:08:44.71281,4.0,42.0,2025-09-05T17:11:40.123531,,ARDISA ENTREGA,231159,515600,,2025-09-05T18:46:35.677173,Orden No. 500116171,Picking,1.0,98,42.0,2025-09-05T17:01:28.287856,1145,Muy baja,gsandoval,2025-09-05T17:48:10.980538,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515594 CEMENTO,00:00:29.433885,1.0,12.0,2025-09-05T17:08:32.808154,,ARDISA ENTREGA,231157,515595,,2025-09-05T17:57:44.50811,Orden No. 893021928,Picking,1.0,98,12.0,2025-09-05T17:01:20.938063,1145,Muy baja,cmendez,2025-09-05T17:53:29.332111,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515587 Madera F5,F6,F7 Y F8<A10",,1.0,0.0,,,ARDISA ENTREGA,231154,515590,,,Orden No. 500116170,Picking,0.0,98,3.0,2025-09-05T17:01:01.096813,1290,Muy baja,,,Pending,2025-09-08T00:00:00,2025-09-06 01:44:10
515587 Madera Torres,,1.0,0.0,,,ARDISA ENTREGA,231156,515592,,,Orden No. 500116170,Picking,0.0,98,14.0,2025-09-05T17:01:01.096813,1290,Muy baja,,,Pending,2025-09-08T00:00:00,2025-09-06 01:44:10
"515587 Madera F5,F6,F7 Y F8",,2.0,0.0,,,ARDISA ENTREGA,231155,515591,,,Orden No. 500116170,Picking,0.0,98,31.0,2025-09-05T17:01:01.096813,1290,Muy baja,,,Pending,2025-09-08T00:00:00,2025-09-06 01:44:10
515587 Canto,,1.0,0.0,,,ARDISA ENTREGA,231153,515589,,,Orden No. 500116170,Picking,0.0,98,600.0,2025-09-05T17:01:01.096813,1290,Muy baja,,,Pending,2025-09-08T00:00:00,2025-09-06 01:44:10
"515583 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:41:26.364698,7.0,76.0,2025-09-05T17:12:18.579804,,ARDISA ENTREGA,231152,515584,,2025-09-05T18:10:35.81161,Orden No. 500116168,Picking,1.0,98,76.0,2025-09-05T17:00:46.628153,1145,Muy baja,eduarte,2025-09-05T17:16:09.905385,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515579 Madera, Crear Media Lamina",00:01:09.157423,1.0,2.0,2025-09-05T17:11:15.536131,,VENTA PUNTUAL,231151,515581,,2025-09-05T19:30:52.896033,Orden No. 144864,Picking,1.0,98,2.0,2025-09-05T17:00:36.114403,1145,Muy baja,jvaca,2025-09-05T17:43:47.75865,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515577 BUC-CUÑETES, PEGANTES, PINTURAS Y SIKA",00:02:50.5322,1.0,1.0,2025-09-05T17:07:22.057006,,ARDISA ENTREGA,231150,515580,,2025-09-05T19:05:53.809312,Orden No. 883072280,Picking,1.0,98,1.0,2025-09-05T17:00:34.475718,1145,Muy baja,eduarte,2025-09-05T18:14:58.253816,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515570 MADERA ALT 10 PICKING,00:00:29.743938,1.0,2.0,2025-09-05T17:11:15.536131,,VENTA PUNTUAL,231146,515572,,2025-09-05T19:30:46.018824,Orden No. 144863,Picking,1.0,98,2.0,2025-09-05T17:00:27.724114,1145,Muy baja,jvaca,2025-09-05T18:22:30.164134,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515570 MADERA F2,3,4 ALTURAS SUPERIORES ",00:40:02.935338,1.0,1.0,2025-09-05T17:11:15.536131,,VENTA PUNTUAL,231148,515574,,2025-09-05T19:30:58.478375,Orden No. 144863,Picking,1.0,98,1.0,2025-09-05T17:00:27.724114,1145,Muy baja,jvaca,2025-09-05T17:43:53.784293,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515569 Madera F5,F6,F7 Y F8<A10",,1.0,0.0,,,ARDISA ENTREGA,231145,515571,,,Orden No. 500116166,Picking,0.0,98,1.0,2025-09-05T17:00:26.268003,1290,Muy baja,,,Pending,2025-09-08T00:00:00,2025-09-06 01:44:10
515569 Madera Torres,,1.0,0.0,,,ARDISA ENTREGA,231149,515575,,,Orden No. 500116166,Picking,0.0,98,1.0,2025-09-05T17:00:26.268003,1290,Muy baja,,,Pending,2025-09-08T00:00:00,2025-09-06 01:44:10
"515569 Madera F5,F6,F7 Y F8",,2.0,0.0,,,ARDISA ENTREGA,231147,515573,,,Orden No. 500116166,Picking,0.0,98,2.0,2025-09-05T17:00:26.268003,1290,Muy baja,,,Pending,2025-09-08T00:00:00,2025-09-06 01:44:10
515559 MADERA ALT 10 PICKING,00:00:54.264065,1.0,2.0,2025-09-05T17:11:15.536131,,ARDISA ENTREGA,231143,515560,,2025-09-05T18:40:27.980384,Orden No. 935009800,Picking,1.0,98,2.0,2025-09-05T16:47:20.180873,1145,Muy baja,jvaca,2025-09-05T18:22:45.956706,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515559 MADERA F2,3,4 ALTURAS SUPERIORES ",00:13:20.840019,5.0,12.0,2025-09-05T17:11:15.536131,,ARDISA ENTREGA,231144,515561,,2025-09-05T18:40:21.811916,Orden No. 935009800,Picking,1.0,98,12.0,2025-09-05T16:47:20.180873,1145,Muy baja,jvaca,2025-09-05T18:22:37.761954,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
"515554 BUC-GRIVAL-PAVCO F24,25,26,27 ",00:24:43.934851,11.0,355.0,2025-09-05T17:11:40.123531,,ARDISA ENTREGA,231142,515557,,2025-09-05T18:45:39.001333,Orden No. 893021926,Picking,1.0,98,355.0,2025-09-05T16:45:51.754035,1145,Muy baja,gsandoval,2025-09-05T17:57:08.240107,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515554 TEJAS Y LAVAPLATOS,00:04:22.218645,1.0,6.0,2025-09-05T17:12:54.33202,,ARDISA ENTREGA,231140,515555,,2025-09-05T20:35:50.812714,Orden No. 893021926,Picking,1.0,98,6.0,2025-09-05T16:45:51.754035,1145,Muy baja,jvaca,2025-09-05T18:22:51.148443,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
515554 TUBERIA,00:54:37.188693,1.0,90.0,2025-09-05T17:12:38.620335,,ARDISA ENTREGA,231141,515556,,2025-09-05T20:11:56.395943,Orden No. 893021926,Picking,1.0,98,90.0,2025-09-05T16:45:51.754035,1145,Muy baja,cmendez,2025-09-05T19:17:06.408112,Complete,2025-09-06T00:00:00,2025-09-06 01:44:10
